Song,Singer,Playlist,Tag,Cluster,mean_cluster,std
4 Us,Otis Junior & Dr Dundiff,"가을밤 부드러운 공기처럼, 편안히 흐르는 그루브","오늘의선곡, 편안한, 그루브한, 걷기, R&B/소울, 2010년대","[15, 15, 15, 16, 15, 14, 9, 7, 14, 2]",12.2,4.4
451,Yorushika,☀이 계절을 사랑하게 만들어줄 제이팝 플레이리스트🌧,"해외음악, 흐린날, 편안한, 오늘의선곡, TODAY PICK, 2020년대","[16, 15, 15, 17, 16, 15, 9, 2]",13.125,4.78114787472632
49일간의 시간 (Feat. 요아),미풍,추억이 새록새록 떠오르는 싸이월드 BGM,"추억, 브금, 10대, 20대","[15, 5, 2]",7.333333333333333,5.557777333511022
4AM,Cate,도입부 듣자마자 플레이리스트에 추가하게 되는 취향저격 pop,"기분전환, 산책, 명곡, 도입부, 보석, 취향저격","[16, 16, 14, 14, 15, 9, 14, 1, 5]",11.555555555555555,5.057691856329352
4H's (천오백삼십일스무시간),BGH4,추억이 새록새록 떠오르는 싸이월드 BGM,"30대, 브금, 20대, bgm","[5, 2]",3.5,1.5
4hours (Feat. 이바다),LAYBACKSOUND (레이백사운드),당신의 마음을 움직일 감각적인 R&B,"드라이브, 가요, 오후, 저녁, 집, 오늘의선곡, 기분전환","[16, 16, 17, 15, 15, 16, 14, 16, 14, 9, 14, 5, 1]",12.923076923076923,4.6979789183392215
4pm Cafe,170hz,빈티지 ᴮᴳᴹ 감성 뿜뿜 플리 ⋆⁺₊⋆,"독서, 감성, 카페, Lofi, 집중","[16, 16, 18, 14, 11]",15.0,2.3664319132398464
4월은 너의 거짓말 1기 OP - 光るなら (빛난다면),FermaTa,"힐링과 평화를 드릴게요, 애니메이션 OST 🍀","TODAY PICK, 편안한, 휴식, 위로, 집, 해외음악","[16, 16, 16, 16, 15, 9, 1]",12.714285714285714,5.3375833406484015
4＋4,hye.uk (혜욱),느낌적인 느낌이 있는 플레이리스트,"아침, 몽환적인, 편안한, 2010년대, 산책, 부드러운, R&B/소울","[14, 15, 14, 14, 15, 2, 2]",10.857142857142858,5.617029500382142
5 (five) (Feat. 카더가든 & The Quiett),BOYCOLD,다채로운 여름의 색을 담은 플레이리스트,"편안한, 국내음악, 여름, 기분전환, 2010년대, 더운날","[16, 16, 16, 17, 15, 15, 16, 14, 2, 5, 0]",12.0,6.0603030227268935
5 Gawd,수퍼비 (SUPERBEE),"파워풀한 사운드의 매력, 힙합","오늘의선곡, 여름, 2010년대, 국내음악","[16, 15, 15, 15, 16, 9, 2, 0]",11.0,6.164414002968976
500 Miles (LP Ver.),"Peter, Paul and Mary",효리네 민박 13회,"TV속음악, 방송","[16, 0, 5, 3]",6.0,6.041522986797286
501's,Fortunes,새벽 분위기에 빠져드는 플레이리스트,"2010년대, 해외음악, 몽환적인, 저녁, 오늘의선곡, POP, 밤, R&B/소울","[16, 15, 15, 16, 16, 14, 14, 14, 9, 2, 2]",12.090909090909092,5.107117056432051
520,easy life,힙한 카페 사장님이라면 무조건 좋아할 거야!,"힙한, 힙한_느낌, 감각적인, 편집샵","[16, 16, 15, 14, 13, 13, 8, 2]",12.125,4.512136411945011
575 (Demo),Sylo,언제 어디서나 분위기 메이커 !! 미디엄 템포 Love,"알앤비, 여행, 팝, 카페, Pop","[16, 18, 18, 13, 13, 0]",13.0,6.164414002968976
5가지 Christmas,JAMIE (제이미),설레는 크리스마스에 빠질 수 없는 K-캐롤 베스트 에디션,"크리스마스캐롤, 가요, 연말, 카페, 크리스마스","[18, 14, 17, 12]",15.25,2.384848003542364
"6 Impromptus, Op. 5 : Impromptu V",Leif Ove Andsnes,무한 스트리밍하고 싶은 피아노 연주곡 모음,"맑은날, 소니뮤직, 2010년대, 피아노, 뉴에이지, 해외음악, 출/퇴근길, 부드러운","[16, 17, 16, 15, 15, 16, 9, 6, 10, 2, 0, 1]",10.25,6.246665777303388
6 months,John K,언제 어디서든 편하게 들을 수 있는 플레이리스트,"오늘의선곡, 집, 잔잔한, 출/퇴근길, 편안한, 이럴땐 이런 음악, 기분전환, 인디","[16, 16, 16, 15, 15, 16, 15, 15, 15, 15, 12, 9, 14, 6, 5, 1]",12.5625,4.554788002750512
6 to 9 (Feat. 로꼬),카더가든,"나만 알고 싶었는데, 너를 위해 공개! 숨은 띵곡 모음","휴가/여행, 편안한, 국내음악, 가요, 기분전환","[16, 16, 16, 15, 16, 15, 14, 15, 14, 5, 0]",12.909090909090908,5.071391156720492
60's Cardin,Glen Check,새로운 시작을 위한 긍정 에너지 가득 플레이리스트,"국내음악, 힘찬, 기쁨, 겨울, 산책, 오늘의선곡","[16, 15, 15, 15, 14, 17, 10, 9, 14, 2]",12.7,4.290687590584987
68,Louis Futon,매장에서 하루종일 들어도 질리지 않는 플레이리스트,"라운지, 기분전환, 편안한, 오후, 해외음악, 일/공부, 그루브한, 맑은날","[16, 16, 16, 17, 16, 15, 16, 15, 16, 19, 16, 13, 14, 5]",15.0,3.070597894314954
6HRS,Talitha.,언제 들어도 기분 좋아지는 멜로디의 POP,"팝, 기분업, 휴식, 기분좋은","[16, 16, 18, 13, 14, 0]",12.833333333333334,5.955856128401879
7 Minutes,Dean Lewis,팝송 좀 듣는 친구의 Pick! 취향저격 보석 같은 숨은 명곡 #1,"숨은명곡, Pop, 산책, 명곡","[14, 14, 9]",12.333333333333334,2.357022603955158
7 Stories,Valley,"선선해진 가을 날씨 즐기는, ISFJ의 감성팝 PLAYLIST ᕷ","mbti, 잔잔한, 센치한, 감성, ISFJ","[16, 15]",15.5,0.5
7 rings,Ariana Grande,[스우파] 스트릿우먼파이터에 나온 노래들! - 지속 업데이트!,"스우파, 스웩, 힙합, 인기, 카리스마, 스트릿우먼파이터, 걸크러쉬, 차트, OST","[16, 16, 16, 18, 18, 15, 14, 14, 15, 14, 12, 5, 5, 3, 1, 1]",11.4375,5.947360233750769
76-70=♡ (With 박선주),서지원,추천 ♬ 잊혀질리 없는 명품 발라드 ♪ No.23,"슬픔, 사랑, 기쁨, 명품, 노랫말을듣는다","[12, 8, 10, 5, 6, 14]",9.166666666666666,3.1841621957571333
7HEAVEN,퍼플키스 (PURPLE KISS),언제 들어도 신이 나! 기분전환에 제격인 K-POP,"기분전환, 댄스, 운동, 자존감, 신나는","[16, 16, 18, 18, 13, 14, 4, 5, 1]",11.666666666666666,6.164414002968976
7월 15일 (Feat. 4Men),미(MIIII),추억이 새록새록 떠오르는 싸이월드 BGM,"추억, 10대, bgm, 싸이월드","[15, 2, 2, 1]",5.0,5.787918451395113
8 Letters (R3HAB Remix),Why Don't We,꿉꿉함은 저 멀리 날려줄 시원 뽀송 플레이리스트!,"기분전환, 오늘의선곡, 2010년대, 드라이브, POP, 출/퇴근길","[16, 16, 17, 15, 15, 15, 15, 9, 14, 6, 2, 5, 1]",11.23076923076923,5.576790449351341
8282 (Feat. 수퍼비 & UNEDUCATED KID),트웰브 (twlv),당장 떠나고픈 여름 여행 플레이리스트,"댄스, 신나는, 드라이브, 오늘의선곡, 국내음악, 가요","[16, 17, 15, 15, 15, 18, 18, 14, 9, 1, 1]",12.636363636363637,5.958534402972341
911,Lady GaGa,일상의 텐션으로 스위치 ON!,"출/퇴근길, POP, 맑은날, 설연휴특집, 해외음악, 기분전환","[16, 16, 16, 17, 16, 16, 15, 15, 18, 14, 14, 13, 6, 5]",14.071428571428571,3.7122247029103663
93,Mr Jukes,언제 어디서나 분위기 메이커 !! 미디엄 템포 Love,"Pop, 그루브, 카페, 매장, groove","[18, 16, 16]",16.666666666666668,0.9428090415820634
99.9,하은 (포맨),"쌀쌀해진 날씨, 네 생각나는 이별 발라드","가요, 비오는날, 레이블 PICK, 가을, 잔잔한, 맑은날, 일/공부, R&B/소울, 발라드","[17, 11, 14, 14, 15, 17, 14, 13, 19, 16, 1]",13.727272727272727,4.53453233212361
? (물음표) (Feat. PLZY & JOMALONE),Yonko (욘코),차분함을 가진 플레이리스트,"새벽, 외로움, 흐린날, 오늘의선곡, 추운날, 산책, R&B/소울, 2010년대","[15, 15, 17, 14, 14, 14, 9, 9, 2]",12.11111111111111,4.382907316292449
A,레인보우,2000년대 인기가요 띵곡 모음,"중독성, 가요, MP3, 회상, 2000년대에서2015년까지, 기분전환, 케이팝, 휴식, 감성, 싸이월드, kpop","[16, 16, 16, 16, 14, 18, 13, 13, 14, 9, 2, 5, 2, 1, 0]",10.333333333333334,6.2787118282512555
A Bitter Day (Feat. 용준형 & G.NA),현아,추억이 새록새록 떠오르는 싸이월드 BGM,"추억의, 20대, 10대, 브금추억의","[15, 5, 2]",7.333333333333333,5.557777333511022
A Day (Piano Ver.),라디 (Ra. D),'사회적 거리두기' 요즘 시기에 정주행 하기 좋은 드라마 OST 특집,"드라마, 집, 봄, 국내음악, 2010년대","[16, 15, 16, 15, 17, 2]",13.5,5.188127472091127
A Door,권순관,혼자 듣고 싶은 새벽 감성 노래들,"흐린날, 가요, 오늘의선곡, 따뜻한, 잔잔한, 발라드","[15, 15, 17, 11, 14, 15, 14, 9]",13.75,2.384848003542364
A Dream Is A Wish Your Heart Makes (Inst.),The Rob Mounsey Orchestra,"힐링과 평화를 드릴게요, 애니메이션 OST 🍀","방해금지모드, 해외음악, 위로, 집, 휴식, TODAY PICK","[16, 16, 16, 16, 14, 14, 15, 9, 1]",13.0,4.737556801183965
A Glimmer Of Light,Master Class & Darley,"가을밤 부드러운 공기처럼, 편안히 흐르는 그루브","카페, 그루브한, 오늘의선곡, 편안한, 부드러운, 해외음악","[16, 15, 15, 16, 15, 18, 16, 15, 9]",15.0,2.309401076758503
A Good Day,Wooden Chair,아침을 깨우는 커피와 기분 좋은 JAZZ,"40대, 휴식, 50대, TODAY PICK, 방해금지모드, 아침, 카페, 편안한","[16, 15, 18, 15, 14, 14, 15, 2]",13.625,4.553501400021746
A Good Night (Feat. BloodPop®),John Legend,살짝쿵 기분을 업시켜줄 드라이빙 뮤직,"기분전환, 맑은날, 오늘의선곡, 해외음악","[16, 16, 16, 15, 15, 17, 16, 9, 14, 5]",13.9,3.645545226711637
A Hand For Mrs. Claus,Idina Menzel,크리스마스 캐롤 BEST 인기곡 모음,"연말, 기분전환, 설레는, 겨울, 성탄절","[16, 16, 17, 12, 14, 13, 4, 5]",12.125,4.675401052316261
A Higher Place,Adam Levine,라이딩하며 듣는 영화음악 OST,"기분전환, 등산, 지침/힘듦, OST, 달리기, 해외음악","[16, 16, 16, 16, 13, 14, 11, 12, 2, 6, 5, 0]",10.583333333333334,5.589548779244668
A L R I G H T,Apink (에이핑크),"여름밤, 도로를 달리며 듣는 아이돌 플레이리스트","아이돌, 가요, 국내음악, 오늘의선곡, 기분전환","[16, 16, 16, 15, 15, 15, 14, 14, 9, 14, 5, 1]",12.5,4.681523968396046
A LOT (Remix),John K,시끄러운 건 싫지만 신나고 싶은 당신을 위한 데일리 POP (상시업뎃),"산책, 힐링, 기분전환, 도입부, 감성","[16, 16, 16, 14, 17, 15, 14, 5]",14.125,3.585997071945263
A Letter To My Younger Self,Quinn XCII & Logic,일상의 텐션으로 스위치 ON!,"신나는, 오후, 오늘의선곡, 설연휴특집, 드라이브, 2020년대","[17, 15, 15, 18, 16, 16, 18, 9, 14, 13, 2, 1, 1]",11.923076923076923,6.219838465148784
A Lil Nothin,D. Munoz,언제 어디서나 분위기 메이커 !! 미디엄 템포 Love,"매장, 알앤비, 팝, 기분전환, 그루브","[16, 16, 18, 16, 16, 13, 13, 14, 5]",14.11111111111111,3.5728744868474505
A Million Dreams (영화 '위대한 쇼맨' OST),The Piano Guys,무한 스트리밍하고 싶은 피아노 연주곡 모음,"편안한, 새벽, 부드러운, 출/퇴근길, 휴식, 소니뮤직, 레이블 PICK, 맑은날","[17, 16, 15, 15, 15, 17, 16, 14, 6, 0, 1]",12.0,6.134848297746541
A New Deal,Michael Giacchino,효리네 민박 13회,"TV속음악, 방송","[16, 0, 5, 3]",6.0,6.041522986797286
A Nonsense Christmas,Sabrina Carpenter,언제 어디서나 분위기 메이커 !! 미디엄 템포 Love,"드라이브, 그루브, 알앤비, groove, 카페","[17, 18, 16, 13, 13, 1]",13.0,5.686240703077327
A Potion For Love,AURORA,눈 내린 겨울 아침의 포근함을 담은 노래❄,"인디, 2010년대, 산책, 30대, 2020년대, 오늘의선곡, 따뜻한, 기분전환, 아침, 20대","[16, 16, 15, 15, 14, 14, 12, 15, 9, 14, 2, 5]",12.25,4.361288036043175
A Sky Full Of Stars (Radio Edit),Coldplay,창문 활짝 열고 볼륨을 높여요!,"기분전환, 드라이브, 맑은날, 오늘의선곡","[16, 16, 17, 15, 15, 17, 9, 14, 5, 1]",12.5,5.296225070746145
A Softer Sound,Eric & Magill,몽환적인 멜로디가 매력적인 팝 뮤직,"오늘의선곡, 가을, 휴식, 그리움, POP, 집, 락/메탈, 외로움","[15, 15, 16, 16, 14, 9, 9, 13, 12, 9]",12.8,2.749545416973504
A Stairway To The Stars,Erroll Garner,작업할때 잔잔히 틀어놓기 좋은 JAZZ 1,"카페, 재즈, 집콕, 커피, 취미","[16, 18, 19, 12, 12, 8]",14.166666666666666,3.8477987935383986
A Storm Is Coming,London Philharmonic Orchestra,나를 판타지 세계로 초대해줄 영화 OST,"집, 기분전환, OST, 영화음악, 출/퇴근길, 휴식","[16, 16, 16, 16, 16, 15, 15, 14, 6, 7, 5]",12.909090909090908,4.294913385824624
A Thousand Miles,Vanessa Carlton,한 해를 마무리하며 듣는 따스한 분위기의 팝,"MZ세대, Pop, 감성, POP, 40대90년대, 편안한, 해외음악, 휴가/여행, 기분전환, 겨울, 팝송","[16, 16, 16, 16, 16, 16, 15, 15, 18, 17, 18, 10, 14, 0, 2, 5, 0]",12.352941176470589,6.201908401457507
A Thousand Years,The Piano Guys,마음이 편안해지는 연주 음악,"해외음악, 아침, 레이블 PICK, 부드러운, 2010년대, 편안한, 뉴에이지, 2020년대","[16, 16, 15, 17, 15, 9, 2, 1]",11.375,6.142831187652807
A Time For Love (Feat. AURA),Atonicboy,지친 일상에서 나에게 선물하는 잠깐의 여유,"오늘의선곡, 휴식, 20대, TODAY PICK, 편안한","[15, 15, 16, 15, 9, 2]",12.0,5.033222956847166
A Waltz for a Night,Julie Delpy,로맨스 영화의 주인공이 되는 달콤한 음악들,"집, 슬픔, 2010년대, 해외음악, 걷기, 이별, 달콤한, 발렌타인데이, 비오는날, 사랑, 잔잔한, 편안한","[16, 17, 16, 16, 15, 15, 12, 13, 7, 8, 12, 7, 14, 2, 4, 1, 0]",10.294117647058824,5.643994266499286
A-Ha,아이비,놀면 뭐하니? 도토리 페스티벌 감성 명곡,"놀면뭐하니, 도토리페스티벌, 싸이월드, 토요태, 감성, 추억, 명곡","[15, 16, 14, 9, 6, 6, 2, 2, 2, 2, 1]",6.818181818181818,5.523802738532114
A.C.C.E.L,BUMZU,담백한 국내산 R&B 플레이리스트,"출/퇴근길, 산책, 오늘의선곡, 국내음악","[16, 15, 15, 15, 14, 15, 15, 9, 6]",13.333333333333334,3.2317865716108862
AEAO,다이나믹 듀오,요즘 릴스 배경음악 TOP100,"인스타그램, 틱톡, 릴스, 탑백, TOP100, 인기, 차트","[17, 16, 16, 16, 11, 14, 8, 4]",12.75,4.380353866983808
AFK,Daniel Schulz,도입부터 너무 좋아! 호불호 안갈리는 팝송 ♪,"groove, 여행, 매장, Pop, 알앤비, 매장음악, 외출팝, 팝송","[16, 16, 15, 18, 16, 13, 18, 13, 0, 11, 0]",12.363636363636363,6.168434710431772
AFRAID OF THE DARK,EZI,상반기 국외 추천 플레이리스트,"오늘의선곡, POP, 2010년대, 해외음악","[16, 15, 15, 16, 9, 2]",12.166666666666666,5.145116346811044
AFTER MOON,TWICE (트와이스),잔잔하게 반짝이는 아이돌 발라드 음악,"새벽, 겨울, 저녁, 그리움, 2010년대, 편안한, 가을","[15, 14, 17, 14, 14, 9, 2]",12.142857142857142,4.703450752329808
AFTER PARTY,스펙트럼,사이다가 필요 없는 청량 가득 아이돌 플레이리스트,"가요, 아이돌, 여름, 오늘의선곡, 국내음악, 기분전환, 휴가/여행, 2010년대","[16, 16, 16, 15, 15, 15, 16, 16, 14, 15, 14, 9, 14, 2, 5, 0, 1]",11.705882352941176,5.685530715383651
ALL-YOU-CAN-EAT,GOLDBUUDA & Lil Cherry,지친 수요일을 깨워줄 플레이리스트,"신나는, 오늘의선곡, 2010년대, 가을, 휴가/여행, 랩/힙합","[15, 15, 18, 16, 14, 15, 16, 13, 9, 14, 2, 0, 1]",11.384615384615385,6.032456592830047
ALMOST THERE,RIOT KIDZ (라이엇키즈),한여름의 청량한 감성을 지닌 모던락,"여름, 기분전환, 락/메탈, 인디, 휴가/여행","[16, 16, 16, 16, 15, 12, 13, 12, 14, 5, 0]",12.272727272727273,4.956004789250549
"ALWAYS, ALL WAYS (Feat. Chancellor)",보아 (BoA),묘한 기분으로 듣는 플레이리스트,"밤, 맑은날, 산책, 지침/힘듦, 가요, 그루브한","[17, 14, 14, 16, 16, 15, 11, 12, 2]",13.0,4.2946995755750415
AMAZING,Rex Orange County,첫 곡부터 믿고 듣는 팝 플레이리스트!,"부드러운, 해외음악, 봄, POP, 위로, 스페셜추천, 출/퇴근길","[16, 16, 15, 15, 15, 19, 9, 16, 6, 1]",12.8,5.325410782277738
AMAZIN’,태양,가을의 시작을 함께 하는 플레이리스트,"오늘의선곡, POP, 그루브한, 드라이브, 맑은날, 2010년대, 자전거, 라운지","[17, 15, 15, 17, 16, 15, 17, 13, 9, 2, 5, 1]",11.833333333333334,5.7566386797235145
ANGEL,keshi,"선선해진 가을 날씨 즐기는, ISFJ의 감성팝 PLAYLIST ᕷ","산책, 선선한, 가을, 센치한, 팝","[14, 14, 18, 7]",13.25,3.960744879438715
ANGELINA JOLIE,OVENBERG,산뜻한 기분 올려주는 기분-업 음악,"2020년대, 기분전환, 레이블 PICK, POP, 흐린날, 해외음악","[16, 16, 16, 17, 16, 17, 14, 2, 5, 1]",12.0,6.2289646009589745
ANGOSTURA,Keshi,창밖으로 벚꽃을 바라보며 듣는 힐링 팝송,"기분전환, 신나는, 휴가/여행, 따뜻한, 해외음악, 산책","[16, 16, 16, 16, 18, 16, 14, 15, 14, 14, 5, 0, 1]",12.384615384615385,5.877446613813252
ANIMAL CROSSING,Shawn Wasabi & Sophia Black,일상의 텐션으로 스위치 ON!,"2020년대, 오늘의선곡, 힘찬, 설연휴특집, 오후, 기분전환, 레이블 PICK, 맑은날, 드라이브","[16, 16, 17, 15, 15, 17, 16, 17, 16, 18, 9, 14, 14, 13, 2, 2, 5, 1]",12.38888888888889,5.668028158881759
ANNA,호온도 (소음해금),조용한 공간에 울려 퍼지는 잔잔한 알앤비,"드라이브, 흐린날, R&B/소울, 출/퇴근길, 오늘의선곡, 그루브한, 매혹적인, 새벽","[17, 15, 15, 17, 15, 15, 16, 14, 15, 14, 13, 9, 6, 2, 1]",12.266666666666667,5.065789397736766
ANTIFRAGILE,LE SSERAFIM (르세라핌),요즘 뭐 듣지?👀 텐션 상승되는 걸그룹 플리~,"오늘의선곡, 노동요, TOP100, POP, 흥, 신나는, 밝은, 차트, 2020년대, 가요, 틱톡, 명곡, TODAY PICK, 걸그룹, 2010년대, 30대, 20대, 댄스, 추억, 내적댄스, 인기, 출/퇴근길","[15, 15, 15, 18, 15, 15, 18, 14, 16, 16, 14, 14, 9, 14, 6, 5, 8, 2, 9, 0, 2, 1]",10.954545454545455,5.740425013781033
AOK,Tai Verdes,꿉꿉한 날엔 상쾌한 팝 플리로 제습기능 ON,"산책, 해외음악, 출/퇴근길, 기분전환, TODAY PICK, 시원한","[16, 16, 16, 16, 14, 15, 15, 11, 14, 6, 5, 2]",12.166666666666666,4.792934614849468
APHASIA (Feat. Hoody),MOON YIRANG,가을의 시작을 함께 하는 플레이리스트,"스트레스/짜증, 댄서블한, 자전거, 드라이브, 2010년대, 맑은날, 라운지, 편안한","[17, 17, 15, 17, 17, 14, 12, 13, 8, 2, 5, 1]",11.5,5.751811308912466
ARE YOU WITH THAT?,Vince Staples,언제 어디서나 분위기 메이커 !! 미디엄 템포 Love,"기분전환, 알앤비, 드라이브, groove, 카페","[16, 16, 17, 18, 13, 13, 14, 5, 1]",12.555555555555555,5.438772555786852
ASAP,NewJeans,댄스 TOP100,"장르탑백, 탑백, 댄스, 인기","[18, 17, 16, 16, 14, 10, 8]",14.142857142857142,3.481730744843983
ASAP,STAYC(스테이씨),○ 좋아요 10만 넘은곡들 순서대로(상시업뎃) ○,"바다, 좋아요10만, 회상, TOP100, 시원한, 여름, 추억, 청량, 더위","[15, 16, 13, 13, 11, 11, 9, 7, 2, 0, 0]",8.818181818181818,5.556620650885864
ASMR Sleep Binaural Synthesizer And Birds Sounds 1,ASMR Sleep Sound Project,불면증 한방에 날려버리는 수면 클래식 #꿀잠,"뉴에이지, 연주음악, 밤, 새벽, 여름, 집","[16, 16, 16, 16, 14, 12, 9, 0, 1]",11.11111111111111,6.09998988058258
ASMR 심신 안정에 도움을 주는 자연 숲속의 새소리 (백색소음),ASMR 백색소음 (ASMR White Noise),봄비의 푸르름을 담은 ASMR 사운드,"2020년대, 스트레스/짜증, 기타, TODAY PICK, 휴식, 국내음악","[16, 16, 15, 17, 12, 14, 2, 3]",11.875,5.599944196150529
ATM (Feat. Missy Elliott),Bree Runway,[스우파] 스트릿우먼파이터에 나온 노래들! - 지속 업데이트!,"힙합, 스우파, 댄스, 멋짐, dance, 카리스마","[18, 16, 18, 14, 15]",16.2,1.6
